"regionid","sizerank","regionname","regiontype","statename","state","city","metro","countyname","1/31/1996","2/29/1996","3/31/1996","4/30/1996","5/31/1996","6/30/1996","7/31/1996","8/31/1996","9/30/1996","10/31/1996","11/30/1996","12/31/1996","1/31/1997","2/28/1997","3/31/1997","4/30/1997","5/31/1997","6/30/1997","7/31/1997","8/31/1997","9/30/1997","10/31/1997","11/30/1997","12/31/1997","1/31/1998","2/28/1998","3/31/1998","4/30/1998","5/31/1998","6/30/1998","7/31/1998","8/31/1998","9/30/1998","10/31/1998","11/30/1998","12/31/1998","1/31/1999","2/28/1999","3/31/1999","4/30/1999","5/31/1999","6/30/1999","7/31/1999","8/31/1999","9/30/1999","10/31/1999","11/30/1999","12/31/1999","1/31/2000","2/29/2000","3/31/2000","4/30/2000","5/31/2000","6/30/2000","7/31/2000","8/31/2000","9/30/2000","10/31/2000","11/30/2000","12/31/2000","1/31/2001","2/28/2001","3/31/2001","4/30/2001","5/31/2001","6/30/2001","7/31/2001","8/31/2001","9/30/2001","10/31/2001","11/30/2001","12/31/2001","1/31/2002","2/28/2002","3/31/2002","4/30/2002","5/31/2002","6/30/2002","7/31/2002","8/31/2002","9/30/2002","10/31/2002","11/30/2002","12/31/2002","1/31/2003","2/28/2003","3/31/2003","4/30/2003","5/31/2003","6/30/2003","7/31/2003","8/31/2003","9/30/2003","10/31/2003","11/30/2003","12/31/2003","1/31/2004","2/29/2004","3/31/2004","4/30/2004","5/31/2004","6/30/2004","7/31/2004","8/31/2004","9/30/2004","10/31/2004","11/30/2004","12/31/2004","1/31/2005","2/28/2005","3/31/2005","4/30/2005","5/31/2005","6/30/2005","7/31/2005","8/31/2005","9/30/2005","10/31/2005","11/30/2005","12/31/2005","1/31/2006","2/28/2006","3/31/2006","4/30/2006","5/31/2006","6/30/2006","7/31/2006","8/31/2006","9/30/2006","10/31/2006","11/30/2006","12/31/2006","1/31/2007","2/28/2007","3/31/2007","4/30/2007","5/31/2007","6/30/2007","7/31/2007","8/31/2007","9/30/2007","10/31/2007","11/30/2007","12/31/2007","1/31/2008","2/29/2008","3/31/2008","4/30/2008","5/31/2008","6/30/2008","7/31/2008","8/31/2008","9/30/2008","10/31/2008","11/30/2008","12/31/2008","1/31/2009","2/28/2009","3/31/2009","4/30/2009","5/31/2009","6/30/2009","7/31/2009","8/31/2009","9/30/2009","10/31/2009","11/30/2009","12/31/2009","1/31/2010","2/28/2010","3/31/2010","4/30/2010","5/31/2010","6/30/2010","7/31/2010","8/31/2010","9/30/2010","10/31/2010","11/30/2010","12/31/2010","1/31/2011","2/28/2011","3/31/2011","4/30/2011","5/31/2011","6/30/2011","7/31/2011","8/31/2011","9/30/2011","10/31/2011","11/30/2011","12/31/2011","1/31/2012","2/29/2012","3/31/2012","4/30/2012","5/31/2012","6/30/2012","7/31/2012","8/31/2012","9/30/2012","10/31/2012","11/30/2012","12/31/2012","1/31/2013","2/28/2013","3/31/2013","4/30/2013","5/31/2013","6/30/2013","7/31/2013","8/31/2013","9/30/2013","10/31/2013","11/30/2013","12/31/2013","1/31/2014","2/28/2014","3/31/2014","4/30/2014","5/31/2014","6/30/2014","7/31/2014","8/31/2014","9/30/2014","10/31/2014","11/30/2014","12/31/2014","1/31/2015","2/28/2015","3/31/2015","4/30/2015","5/31/2015","6/30/2015","7/31/2015","8/31/2015","9/30/2015","10/31/2015","11/30/2015","12/31/2015","1/31/2016","2/29/2016","3/31/2016","4/30/2016","5/31/2016","6/30/2016","7/31/2016","8/31/2016","9/30/2016","10/31/2016","11/30/2016","12/31/2016","1/31/2017","2/28/2017","3/31/2017","4/30/2017","5/31/2017","6/30/2017","7/31/2017","8/31/2017","9/30/2017","10/31/2017","11/30/2017","12/31/2017","1/31/2018","2/28/2018","3/31/2018","4/30/2018","5/31/2018","6/30/2018","7/31/2018","8/31/2018","9/30/2018","10/31/2018","11/30/2018","12/31/2018","1/31/2019","2/28/2019","3/31/2019","4/30/2019","5/31/2019","6/30/2019","7/31/2019","8/31/2019","9/30/2019","10/31/2019","11/30/2019","12/31/2019","1/31/2020","2/29/2020","3/31/2020","4/30/2020","5/31/2020","6/30/2020","7/31/2020","8/31/2020"
97799,4030,94596,"Zip","CA","CA","Walnut Creek","San Francisco-Oakland-Hayward","Contra Costa County",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,653177,657775,661244,664828,671087,677628,687712,690592,688043,683971,679867,683588,690540,695536,698004,702327,702621,696102,681399,676240,683046,693188,709349,711519,710765,707323,710639,718446,726502,746520,772950,801123,818934,831157,830287,833616,833808,843491,847613,850576,853611,855469,855406,853257,853387,859991,869375,882309,895016,900540,904059,906434,913233,909655,906980,901294,902777,902635,906796,914681,925343,932573,938315,944112,950417,964762,979966,998496,1005600,1004584,999272,996438,992481,991505,990426,996328,996388,986830,970511,955832,951039,951049,951807,948348,945005,942900,942862,938970,938980,945199,956844
97765,4086,94559,"Zip","CA","CA","Napa","Napa","Napa County",157759,157121,156844,156163,155902,155334,154875,154418,154181,154291,154451,154882,155364,155886,156437,156861,157213,158119,159097,160145,161057,161551,162388,162853,163476,164452,165162,166200,166754,167571,168373,169339,170304,171548,172396,173539,174455,175705,177016,178473,180057,181316,182593,184195,186178,188147,190282,192600,195560,198100,200978,203623,207214,211381,216260,220626,224755,228976,233694,238582,243013,247592,251789,256480,260466,263977,266631,268963,271161,273386,275833,278135,280742,283205,286388,289414,292557,295877,299202,303529,307530,311682,315768,320661,325926,330645,335375,339301,344268,348459,353318,357796,363887,369484,373859,377168,380765,386427,391597,397477,400563,404382,409410,415716,422288,428576,435369,441831,448018,452370,457596,462332,470813,480799,488870,495854,498568,503006,507629,513869,515865,518329,518796,522026,521738,519673,515864,510893,508407,506065,504657,501472,498475,494157,489720,485262,481137,478036,477152,476977,478483,475059,471243,463436,465095,464747,465920,458541,453883,445860,436730,427216,417137,412830,405526,405056,395234,390482,386086,388087,387351,387065,387269,385067,380077,373477,371410,368447,370200,369552,365897,361692,358226,357114,355499,359190,367143,372974,374419,370436,364907,359245,357411,354727,352222,347993,343530,335843,328164,323061,321529,323022,324545,325978,325523,326742,328858,334695,345152,356221,362815,366746,370329,375509,381780,390640,402155,412949,423513,432150,435256,440211,448248,459357,468131,476548,484116,488958,491673,496648,501108,502547,503374,502854,503823,505872,509006,511568,514037,518057,521559,522570,523903,528647,537986,544305,549415,550601,554731,558989,563344,567322,570156,573223,576037,578155,577763,580359,583165,587794,590393,592424,594706,596200,599507,601883,604058,604388,605308,607056,610052,612351,614384,615678,618487,618914,621657,625294,629126,633543,636095,638384,637089,638393,639589,643704,646764,652041,652520,651462,650501,652960,652237,649722,646663,645250,645226,643837,643069,642713,645224,649351,654102,657243,664507,674033
97578,4150,94124,"Zip","CA","CA","San Francisco","San Francisco-Oakland-Hayward","San Francisco County",199632,198744,197927,196268,194914,194007,193509,193097,192982,193659,194371,194969,195386,196165,197565,198867,200511,201852,203268,204738,205976,206599,207822,209525,211868,214072,215892,218664,221119,223778,226126,229070,232901,236361,239092,241440,243839,246782,249655,252386,254763,257638,260643,263716,265752,268535,272503,278352,284576,290004,295590,300322,306339,312095,319121,325913,333834,343400,353254,362797,370726,378148,384848,392019,397710,402458,405365,408723,412164,412879,412564,409236,408347,407513,407786,408147,410970,415398,419997,424191,426919,430603,433350,438789,442557,447903,453481,459268,461214,462047,464529,468970,472140,474123,477944,482973,491277,498075,504735,509543,516456,523713,530429,535067,543629,554377,565372,574045,580365,589779,597230,606062,613353,621002,629466,638222,647074,655100,659408,663469,664867,663947,663815,664325,668754,673018,675114,674282,671494,667871,667977,669232,672035,675417,677658,682959,683335,684192,683264,683736,681827,675331,667944,656422,646680,634617,626633,615922,606252,592383,576400,562318,552385,546770,539813,530923,522480,512524,503878,492466,485640,481088,483080,480764,476554,473755,473628,480777,483443,489616,488842,491864,489391,489384,482731,481890,479633,477957,473209,465473,460294,453640,450725,447123,443710,437037,433028,428363,426229,422479,419624,416081,415132,417200,420546,422288,425154,428606,435468,443589,452670,461626,469772,479912,488215,491091,495649,503155,517236,534070,547577,558245,564967,572425,580030,588855,596143,608986,617887,628052,631708,633982,638315,642292,647115,651598,662743,672130,681935,693307,707644,719212,724498,732170,738846,746596,755981,765130,768269,772346,782512,787591,788364,783702,786708,784771,784043,784056,789712,796107,804014,807595,805965,804056,801845,808729,819437,833475,846437,857339,862806,864043,866034,871691,874770,879839,890469,901071,907109,918430,929860,940240,944377,945123,945332,939691,946072,948484,953203,949770,957247,959713,963371,958924,959512,966008,974064,985092,988634,993981,994744,1000007,998149,997049,995185,1000631
97586,4170,94132,"Zip","CA","CA","San Francisco","San Francisco-Oakland-Hayward","San Francisco County",296543,295336,294074,292265,291197,291059,290931,290809,291232,291792,293455,294825,296499,298173,300579,302877,305234,307178,310508,313642,316424,319218,321335,324852,328453,332770,337001,341333,345143,348538,350349,353782,357850,362795,366675,369508,372253,375668,379629,384187,388369,392971,398372,403616,408275,412757,418872,425788,433403,439900,447464,454478,462469,469706,476564,483804,492045,502179,513306,527185,539457,549869,554575,558727,562093,565828,568997,570558,572357,570755,568087,561852,558347,555988,558139,561191,566744,573549,580688,589016,594309,600144,603748,607682,609611,614585,620187,624881,624670,624421,626868,630780,634540,637416,642852,650721,662318,671872,680373,688312,698815,709001,718056,725239,736578,750615,764939,776500,784460,796440,805981,816454,823971,831749,839369,846262,853592,860476,864323,869925,872999,870007,866585,864434,868460,871569,872158,871758,869850,866250,863060,861363,862175,869410,873803,880276,879505,881697,881339,881769,879295,873916,871680,859829,850831,833020,828449,820642,818644,805946,794749,784376,776274,769633,760024,753920,745683,737711,725829,711514,700445,696509,696456,690793,684930,684511,685879,692699,696289,704834,705191,708519,706646,707016,700452,699999,697937,694928,689389,679377,671570,661258,657574,654466,650279,640994,635494,631549,630452,626281,625216,624855,625707,629609,634065,637207,639783,646869,658265,671030,683783,697576,707021,717902,731455,737255,742577,749300,766725,784196,796903,808303,814517,818298,822275,831714,839446,854987,866899,881113,888721,892223,896233,894238,897182,903286,918671,925479,929009,938012,955345,971932,977758,988101,1003564,1022838,1040610,1054537,1060074,1071610,1088702,1097138,1095202,1085484,1088305,1086316,1079430,1072217,1072733,1080392,1093615,1101929,1106036,1106341,1107527,1114821,1126717,1141350,1159481,1176181,1193082,1203465,1216062,1225247,1234085,1244525,1266316,1288955,1301951,1317108,1331163,1346397,1350829,1349320,1342304,1332093,1329505,1325389,1320007,1310845,1315184,1318681,1323224,1316122,1311436,1312884,1319789,1330493,1335497,1341119,1341667,1343079,1337309,1330630,1322809,1323237
97801,4192,94598,"Zip","CA","CA","Walnut Creek","San Francisco-Oakland-Hayward","Contra Costa County",130077,131040,131381,132034,132078,132091,132161,131929,132005,133219,134496,135553,136356,136763,137822,138242,140249,141658,143254,145049,147230,148294,149332,150876,152868,154775,156172,158944,160784,163930,167174,170994,173566,174808,175928,176746,177796,178882,179752,181372,182495,184024,184520,185314,185849,187577,189900,192945,196114,198447,200788,202585,205132,207428,210620,214066,217934,221228,224275,227142,230077,233571,237320,240836,243510,245691,247148,247857,248458,249487,251486,253853,256278,258808,261224,263779,266648,269214,272257,274627,277529,280009,283012,285520,288355,290017,291954,293696,298160,302479,306885,311251,316270,322608,326263,330265,333368,339333,345608,351847,354125,357057,360095,365198,369614,372686,378105,383540,390126,396017,400917,407543,413167,420299,426561,433807,439563,446189,450250,454292,456817,458040,458740,458309,459238,457596,455029,449919,446723,442537,440707,438737,437480,435097,431599,428168,424968,423337,420831,419194,416701,414867,411297,406719,402641,400834,401130,397254,392595,386212,383266,378222,372831,366457,360022,352340,341906,333764,324979,320697,314663,310513,306615,304955,303986,303310,303684,305446,310517,310255,311704,310563,312138,311102,308169,307038,305810,303681,298130,292522,285877,281804,276508,272658,269314,267930,267137,264747,260648,256535,254156,253159,252458,251624,251080,251475,252470,252252,250987,247403,245914,248966,255605,262226,267944,274671,281905,288625,295261,304664,317869,333472,348473,356227,360488,362120,365565,368714,372335,376543,377999,377098,371328,366198,362434,363992,366178,371813,375608,379816,382305,384773,389368,392481,398783,403430,408722,410689,414159,414750,420752,422182,425324,425058,425305,428368,430612,434943,437284,440365,442031,444605,442016,444092,445410,451028,454060,456176,458171,460440,462865,465704,468501,471049,475737,480622,485290,486677,492058,497812,500959,502255,503766,505643,503002,500274,501352,499468,497339,496358,499547,501705,503013,501356,501321,501730,506239,510797,512395,515413,519057,522858,522394,522987,525958,532401
97811,4440,94609,"Zip","CA","CA","Oakland","San Francisco-Oakland-Hayward","Alameda County",149726,148751,148466,147910,148703,149758,150613,151325,151916,153159,154273,155694,156852,158611,160142,161973,162105,161830,161939,162361,162793,162300,162544,163174,163659,164482,165427,166409,167046,167950,169324,170877,173165,175550,177538,178561,180318,182129,184145,185824,188459,191558,193722,195911,197865,200610,202873,204604,207799,211101,215165,218121,220514,222006,224208,226877,230508,235080,241262,249306,254678,259539,263758,268921,273793,277166,280575,283066,285425,285380,284259,281862,281506,281852,283066,285382,289595,296098,302574,309042,314051,318348,321167,324232,325963,328605,330048,332337,332488,332880,332603,332985,334058,337519,343549,349042,355293,359765,366589,370775,376021,379458,385487,391431,399064,405437,411905,419304,426211,434194,439631,448734,457580,467170,472956,478328,481397,485667,488308,491807,492400,493549,494404,493436,491930,489774,486958,484944,484017,484641,483019,479784,478067,474315,472720,470977,469990,468084,469598,471307,471631,466420,463181,458212,456112,450569,444491,437749,433006,428665,425622,422137,419361,415139,408817,405615,402964,409649,414619,418339,416257,419027,417893,418128,416803,422558,430362,437176,442388,441751,441785,442659,447147,446374,443075,437014,432929,428501,425994,422855,421570,420153,419370,414472,408891,403789,403925,401670,399627,395168,392017,389709,387495,386021,385987,390032,397179,405526,414478,427767,442370,458279,473821,488111,499514,509482,522011,538498,557509,577390,598508,615520,628522,636346,643666,654326,665095,677824,682186,683249,677381,673510,667626,667153,670492,680923,691342,700917,711820,723983,741597,757692,773207,786718,800096,815907,831309,843400,852868,863570,874525,884011,884191,888672,895270,902778,906139,907933,907848,912874,916897,920589,922950,927283,941242,949190,957784,966121,979880,988931,1002303,1009983,1022692,1034199,1048110,1058200,1066777,1079945,1095653,1106274,1103444,1101741,1095752,1103073,1106468,1101783,1090414,1084110,1079164,1079612,1080483,1085796,1094784,1096636,1104844,1104839,1107540,1116905,1130593,1142134,1152408,1157747,1161694,1165295,1172106,1185884
97702,4500,94402,"Zip","CA","CA","San Mateo","San Francisco-Oakland-Hayward","San Mateo County",346968,346412,346485,346351,346608,347035,348066,349746,351450,353098,354325,356014,358436,361875,365422,369251,373912,378948,383348,386546,390340,395040,401422,408015,414246,420111,425137,430086,433829,437719,442446,448693,454697,459838,463747,467069,469858,472178,474919,478443,481267,483721,486406,490200,494818,500592,507287,513931,521045,528963,538459,547760,561686,578466,594105,605939,616842,628932,641371,654016,665998,675691,683734,688855,688922,682276,676485,672508,668929,663708,657391,653033,648770,648393,647376,650034,654582,665209,675127,683555,689692,693491,699300,702891,706434,707472,707798,708935,707831,705518,702286,703634,708278,715938,719823,724275,730864,739439,751165,760886,769824,777216,788408,798203,806874,814791,825222,839406,853253,863296,870301,876173,890823,904711,914782,921272,928359,935133,944745,948666,953556,956173,964393,969169,967116,963038,961764,963669,964710,964201,964019,966689,969020,972243,972544,975017,980036,986286,991177,995890,1000628,1007613,1006590,999787,984978,976879,965298,965495,955817,950594,940009,928583,919735,906806,894509,880687,876088,873217,873860,856767,847246,836044,836184,832437,822850,816391,817394,829747,837620,837838,833301,834764,834835,834091,828899,830880,835463,839202,839635,835008,831259,827352,827844,836829,844892,850861,849963,850661,856439,865726,871991,877975,878693,884543,892268,899346,912499,931917,955247,978964,994477,1006383,1016327,1023251,1047049,1075702,1107196,1125191,1141732,1150893,1170365,1181183,1200869,1221651,1247113,1276345,1293883,1302562,1300861,1312861,1317966,1331674,1339452,1347914,1354332,1356836,1371676,1386524,1396308,1411407,1439365,1461911,1493247,1514403,1537809,1560240,1577837,1598499,1608751,1612601,1628686,1641962,1647125,1648423,1637541,1636551,1620861,1614588,1613511,1622020,1626486,1645057,1655382,1669453,1667688,1672781,1684654,1702240,1730462,1753187,1780565,1808655,1848829,1882378,1907683,1917667,1940296,1964771,1994612,2012640,2022870,2034757,2033775,2027103,2004841,1975852,1946855,1932944,1914061,1914140,1921760,1927354,1924859,1904612,1906463,1905022,1912057,1923513,1939869,1951174,1964063,1959802,1946270,1938045,1938214,1952125
97752,4528,94545,"Zip","CA","CA","Hayward","San Francisco-Oakland-Hayward","Alameda County",161040,160138,159961,159411,159417,159027,158549,158164,158062,158294,158613,158923,159039,159652,160266,161165,161816,162877,164283,165663,166875,167650,168525,169862,171442,173178,174531,175796,176705,178001,179841,181682,183802,185354,187174,188410,190274,192084,193683,194910,196006,198200,199140,201206,202679,207125,210932,215296,219430,223727,227907,231898,237417,241373,246394,249792,255012,258411,262240,266409,269628,273125,278175,284412,289838,293892,297367,300948,303518,305460,307264,308339,309603,310589,311088,312204,313548,316883,319974,323613,326585,329668,332082,334345,336428,339462,341857,344013,344787,345796,347296,349162,350932,353560,357809,362575,368147,372127,377561,381866,387892,393406,400282,406568,414426,421226,428978,436501,444237,452046,458749,467105,475682,484089,489894,495550,500783,507219,510644,514094,514643,518385,520992,523371,523767,524802,526067,528628,529043,530637,529815,529253,527086,522175,519385,517841,516312,512632,510179,506062,501468,490711,483523,473598,468387,458259,447686,433643,422476,409491,396828,385069,376201,368076,357287,349509,341745,340509,336735,333386,326535,324673,322061,319925,315978,316352,319397,322113,324647,325193,327484,329815,334659,337269,337534,336370,335289,334003,332269,328709,325260,320660,317892,313736,308272,301541,300514,299549,301183,298408,296623,295143,294319,294639,293734,295221,297952,302903,304215,307704,309859,316674,322559,330136,338357,346075,355680,365761,378520,391456,404629,414732,423133,430289,439546,448743,455118,461344,464708,467721,466956,465505,466732,470401,474733,477213,478915,480306,481628,483395,488096,493070,497585,501624,504848,509688,516887,523416,527666,532271,540373,549467,553609,557600,562620,568121,571476,574094,574693,580225,585225,590106,591652,594085,599943,603555,607137,612477,620195,625794,633827,640161,650081,660066,671051,677981,683027,691756,703421,712460,719332,723072,725343,723762,721492,714224,705017,699872,697792,699723,701595,703350,701155,695906,692317,692067,692601,696567,702156,706663,709696,708829,707055,706714,710531,719143
97536,4616,94062,"Zip","CA","CA","Redwood City","San Francisco-Oakland-Hayward","San Mateo County",428907,427901,427443,425831,424612,424446,424471,425582,426473,429249,431904,435518,439347,443879,448117,453775,460331,465780,471377,476395,482838,487340,493080,499909,507286,513946,519635,524682,529560,535056,541634,548049,553982,559811,564610,566482,568220,571064,575809,580904,584034,588607,593809,599622,605944,612733,621933,630641,640232,649934,663088,678205,699451,720951,739635,756289,773608,794171,813122,836302,855814,874721,883417,887855,884327,878421,873948,871846,867063,860693,852495,843193,834522,827453,825841,827462,834413,846299,858446,866774,873285,876428,882387,885923,888492,888527,887614,888961,884094,875985,866644,865672,869353,875905,878860,883464,893335,907047,923695,936362,949835,961131,974953,984444,994385,1004236,1016903,1034092,1049853,1060293,1065518,1071019,1087723,1104168,1118681,1130415,1140973,1148534,1155843,1156031,1157958,1157643,1166173,1169935,1165825,1162240,1162188,1165921,1165218,1164149,1167314,1174435,1180514,1188402,1190343,1192742,1194779,1198221,1200261,1200054,1202874,1208515,1207735,1201586,1188219,1179694,1167241,1170325,1163807,1159049,1144347,1132176,1123076,1109295,1090565,1067739,1054683,1045319,1041648,1017541,1004267,991946,994685,988604,975777,967137,971649,989987,1003065,1006752,1004227,1009641,1013859,1016230,1012321,1018426,1028746,1036619,1036528,1030127,1021831,1017352,1017956,1030298,1036147,1039373,1037133,1039965,1046245,1059217,1068918,1080774,1086346,1093199,1101823,1105245,1120724,1144025,1172484,1198369,1214629,1224103,1232689,1235173,1261059,1291336,1327058,1350770,1373338,1384071,1400794,1401223,1417644,1436913,1468139,1497874,1513598,1522573,1521960,1533653,1534765,1545939,1550126,1564183,1571573,1576195,1581743,1596771,1605983,1626186,1654352,1675893,1704840,1724205,1758183,1791050,1818299,1840120,1855944,1858710,1878042,1886983,1890828,1892577,1883748,1891303,1870610,1859157,1848280,1855060,1855205,1875976,1882691,1895080,1891959,1899179,1913508,1919645,1938296,1951838,1980200,2011526,2062084,2102760,2134903,2147984,2169426,2192153,2220401,2243608,2261051,2279939,2287101,2280924,2251290,2214017,2178358,2158639,2136308,2127501,2134898,2140991,2145352,2125344,2121382,2116637,2124636,2138246,2157057,2172237,2189146,2192968,2180694,2173154,2168439,2183122
97790,4648,94585,"Zip","CA","CA","Suisun City","Vallejo-Fairfield","Solano County",134388,133702,133332,132391,131796,131209,130755,130526,130450,130646,130664,130667,130569,130792,130917,131246,131403,131769,132268,132708,133118,133220,133619,134077,134826,135559,136405,137341,138136,138881,139452,139925,140482,141310,142282,143420,144461,145675,146863,148202,149549,150985,152448,153890,155289,156652,158467,160658,163305,165315,167359,169000,171104,173226,175508,178799,182229,185981,188970,191493,193844,197575,201513,205441,209051,212813,216881,219411,222298,225012,228159,231019,233412,234615,235932,237738,239985,242447,244720,248000,250823,253772,256621,260054,264251,268958,273088,276836,280352,283398,286458,289111,291816,294262,297539,301314,305277,308721,312551,316647,320826,325912,331366,337613,344470,351494,358526,364663,370401,374855,380258,386255,394183,401399,408778,415456,421055,425906,429222,433139,435770,440734,443489,445470,446465,447339,446243,443688,440398,437222,434453,430930,427461,422802,420096,419137,414909,410047,406070,403072,400226,396003,389164,378811,366875,356468,346678,335171,323002,310333,297756,286302,274724,263568,252640,245829,242439,239688,233161,226350,221503,218791,214585,210729,208403,208659,210813,212449,212597,211035,212650,214094,216184,216441,219336,220526,221428,220091,219370,216862,213644,211223,209207,208090,205802,202916,200259,198051,196957,196291,194127,191949,190189,189791,189154,188465,187858,189475,190838,194173,195641,196629,198438,202781,208553,212847,217360,222758,228783,234497,239422,242539,246080,252231,259128,264977,268960,274342,278190,280949,284306,288138,292305,295676,299381,299710,299879,299300,301092,302370,305134,307806,308820,307681,306645,307292,309281,314024,317618,321832,324014,325248,326298,327599,331298,336655,342440,347355,350357,351810,354171,356141,357805,361540,365088,369371,371160,372345,372905,374435,377598,380815,383578,387026,393334,396530,398136,398043,400027,402757,405121,406756,407824,408966,410743,411798,409178,408526,408264,410637,411254,411790,413881,415435,416893,417533,418086,418736,420710,422021,423687,423826,424605,424950,424210,423882
97726,4675,94518,"Zip","CA","CA","Concord","San Francisco-Oakland-Hayward","Contra Costa County",153552,152698,152764,152313,152439,151572,151113,151020,151165,151295,151392,152101,152673,153920,154671,155900,156360,158037,159322,160451,162266,164169,166463,167558,168229,168678,168901,169907,171117,173410,175858,178148,178891,179706,180177,181455,184467,187337,190571,191632,193523,194516,195660,196790,198470,200712,203243,206353,208830,211071,212878,215168,217770,220827,223845,226941,230196,233660,237350,240654,243358,246751,250476,255110,258211,260862,262797,264789,266728,268501,270906,273450,276448,279185,281930,284660,287363,290332,293951,297412,300639,303637,307074,310752,314553,317276,319848,321807,325150,328144,332076,337671,344965,353050,358375,363373,367561,374662,382598,391100,401122,412214,422021,428630,432895,436603,442744,448760,456153,463402,470377,478359,482541,487099,491602,499057,507313,515879,521740,527075,530298,530984,529983,527981,527451,525072,521866,515238,508009,499930,496262,494416,492922,489945,486062,482253,477330,472487,465740,459960,454689,448517,440958,431539,424961,421101,420189,414992,406209,395749,389282,384397,380932,378837,377036,372205,364407,355966,345731,339914,340355,344152,347955,350828,352405,354496,352681,354845,356560,359081,362632,365725,364855,363549,361395,360466,358578,354026,352368,350816,351915,352471,351505,349747,348761,347397,342681,339279,335528,335807,336288,337903,339178,339756,342001,343682,346029,346237,353206,358149,366770,372924,378534,382238,384968,391030,398110,406827,417187,429082,435972,442795,445371,448676,453092,458781,465348,467523,468763,469984,472308,475214,477415,474929,475459,477676,482189,486495,492718,502781,512117,519354,521095,524080,533203,551321,565816,576103,582821,588196,588638,583317,580391,581423,585496,589690,589831,589024,588443,590965,593770,597500,601330,608977,616248,623081,628849,630559,630928,629693,632513,635419,639367,642939,650429,657884,663197,664559,668082,674338,677011,676256,675703,675838,674229,670426,670096,669352,668602,668360,671975,674616,677961,677285,675420,675223,677638,681933,682339,683155,685753,690540,692074,694523,699199,709781
97798,4692,94595,"Zip","CA","CA","Walnut Creek","San Francisco-Oakland-Hayward","Contra Costa County",385691,381046,378718,372901,371654,370904,373735,375801,377362,377132,376553,377299,378843,382853,386262,390687,392199,394280,392786,390835,389149,389660,390865,388244,384123,380576,379727,380212,375170,369049,360929,356213,353579,353411,355280,360644,366163,368933,368568,367834,370862,374921,381812,389942,397372,402358,403497,404858,408733,415224,421618,426849,433797,441371,447538,451077,453040,456641,461767,468077,471422,473910,477495,482142,485799,487834,491174,494175,496931,498878,502044,501826,502056,503202,506089,510135,513515,518290,520709,522302,524014,527104,532212,538661,545764,550201,554579,556798,560389,562399,567184,574424,584980,594525,602287,609727,618975,630661,642074,653572,664606,679021,691102,702254,709926,718273,721006,724699,726156,736075,745168,754919,762227,768470,778297,788482,800117,812487,827533,840596,852124,854784,857808,861390,863817,866623,867821,871309,868055,860650,856635,855438,855169,849303,839723,832970,824442,811613,793268,777567,770752,760681,748097,733919,724071,718370,714128,703081,695251,688986,688204,676486,658909,647403,641152,633657,619475,608657,600666,595874,589495,585062,580443,580030,585403,589254,592085,592377,600493,602830,605732,607032,609969,610803,608488,612379,611945,613881,606555,606147,599949,598538,592044,589016,588592,590009,589552,584952,582643,584576,595612,604371,609988,609630,611466,614453,617195,622846,635487,648923,658388,664095,671027,680781,695824,714670,739678,763416,785308,800021,810236,820646,831769,828905,817383,799771,792960,792845,789783,783925,778782,776481,778959,775056,772562,777557,788937,810161,814173,816134,812421,818773,824608,828077,825824,829019,838385,850998,858931,857428,868661,876632,892548,894876,896177,898316,902443,904732,903709,904809,914343,924183,929699,934119,934399,940735,943318,950516,951372,958886,963578,970278,970639,971308,975109,982233,987950,988687,995977,1004396,1023369,1035539,1051636,1058663,1062199,1064019,1062403,1060474,1057032,1059063,1066246,1071412,1069171,1056253,1042329,1034806,1036111,1038925,1043530,1047781,1055350,1061623,1062859,1065520,1071476,1089551
