"regionid","sizerank","regionname","regiontype","statename","state","city","metro","countyname","1/31/1996","2/29/1996","3/31/1996","4/30/1996","5/31/1996","6/30/1996","7/31/1996","8/31/1996","9/30/1996","10/31/1996","11/30/1996","12/31/1996","1/31/1997","2/28/1997","3/31/1997","4/30/1997","5/31/1997","6/30/1997","7/31/1997","8/31/1997","9/30/1997","10/31/1997","11/30/1997","12/31/1997","1/31/1998","2/28/1998","3/31/1998","4/30/1998","5/31/1998","6/30/1998","7/31/1998","8/31/1998","9/30/1998","10/31/1998","11/30/1998","12/31/1998","1/31/1999","2/28/1999","3/31/1999","4/30/1999","5/31/1999","6/30/1999","7/31/1999","8/31/1999","9/30/1999","10/31/1999","11/30/1999","12/31/1999","1/31/2000","2/29/2000","3/31/2000","4/30/2000","5/31/2000","6/30/2000","7/31/2000","8/31/2000","9/30/2000","10/31/2000","11/30/2000","12/31/2000","1/31/2001","2/28/2001","3/31/2001","4/30/2001","5/31/2001","6/30/2001","7/31/2001","8/31/2001","9/30/2001","10/31/2001","11/30/2001","12/31/2001","1/31/2002","2/28/2002","3/31/2002","4/30/2002","5/31/2002","6/30/2002","7/31/2002","8/31/2002","9/30/2002","10/31/2002","11/30/2002","12/31/2002","1/31/2003","2/28/2003","3/31/2003","4/30/2003","5/31/2003","6/30/2003","7/31/2003","8/31/2003","9/30/2003","10/31/2003","11/30/2003","12/31/2003","1/31/2004","2/29/2004","3/31/2004","4/30/2004","5/31/2004","6/30/2004","7/31/2004","8/31/2004","9/30/2004","10/31/2004","11/30/2004","12/31/2004","1/31/2005","2/28/2005","3/31/2005","4/30/2005","5/31/2005","6/30/2005","7/31/2005","8/31/2005","9/30/2005","10/31/2005","11/30/2005","12/31/2005","1/31/2006","2/28/2006","3/31/2006","4/30/2006","5/31/2006","6/30/2006","7/31/2006","8/31/2006","9/30/2006","10/31/2006","11/30/2006","12/31/2006","1/31/2007","2/28/2007","3/31/2007","4/30/2007","5/31/2007","6/30/2007","7/31/2007","8/31/2007","9/30/2007","10/31/2007","11/30/2007","12/31/2007","1/31/2008","2/29/2008","3/31/2008","4/30/2008","5/31/2008","6/30/2008","7/31/2008","8/31/2008","9/30/2008","10/31/2008","11/30/2008","12/31/2008","1/31/2009","2/28/2009","3/31/2009","4/30/2009","5/31/2009","6/30/2009","7/31/2009","8/31/2009","9/30/2009","10/31/2009","11/30/2009","12/31/2009","1/31/2010","2/28/2010","3/31/2010","4/30/2010","5/31/2010","6/30/2010","7/31/2010","8/31/2010","9/30/2010","10/31/2010","11/30/2010","12/31/2010","1/31/2011","2/28/2011","3/31/2011","4/30/2011","5/31/2011","6/30/2011","7/31/2011","8/31/2011","9/30/2011","10/31/2011","11/30/2011","12/31/2011","1/31/2012","2/29/2012","3/31/2012","4/30/2012","5/31/2012","6/30/2012","7/31/2012","8/31/2012","9/30/2012","10/31/2012","11/30/2012","12/31/2012","1/31/2013","2/28/2013","3/31/2013","4/30/2013","5/31/2013","6/30/2013","7/31/2013","8/31/2013","9/30/2013","10/31/2013","11/30/2013","12/31/2013","1/31/2014","2/28/2014","3/31/2014","4/30/2014","5/31/2014","6/30/2014","7/31/2014","8/31/2014","9/30/2014","10/31/2014","11/30/2014","12/31/2014","1/31/2015","2/28/2015","3/31/2015","4/30/2015","5/31/2015","6/30/2015","7/31/2015","8/31/2015","9/30/2015","10/31/2015","11/30/2015","12/31/2015","1/31/2016","2/29/2016","3/31/2016","4/30/2016","5/31/2016","6/30/2016","7/31/2016","8/31/2016","9/30/2016","10/31/2016","11/30/2016","12/31/2016","1/31/2017","2/28/2017","3/31/2017","4/30/2017","5/31/2017","6/30/2017","7/31/2017","8/31/2017","9/30/2017","10/31/2017","11/30/2017","12/31/2017","1/31/2018","2/28/2018","3/31/2018","4/30/2018","5/31/2018","6/30/2018","7/31/2018","8/31/2018","9/30/2018","10/31/2018","11/30/2018","12/31/2018","1/31/2019","2/28/2019","3/31/2019","4/30/2019","5/31/2019","6/30/2019","7/31/2019","8/31/2019","9/30/2019","10/31/2019","11/30/2019","12/31/2019","1/31/2020","2/29/2020","3/31/2020","4/30/2020","5/31/2020","6/30/2020","7/31/2020","8/31/2020"
97519,12171,94028,"Zip","CA","CA","Portola Valley","San Francisco-Oakland-Hayward","San Mateo County",696818,696823,698656,701502,705137,708679,711621,714813,718583,722772,726464,730867,742754,755799,766072,767693,769721,774231,781068,787157,791408,797773,806387,815356,813944,813848,816491,833499,849502,861362,871823,884894,901179,911632,919859,928486,937747,945520,950835,954842,959179,968401,979228,988434,997433,1013191,1033165,1049730,1066446,1083591,1109524,1138379,1175416,1214635,1252093,1288532,1323288,1358649,1391022,1431062,1473505,1513301,1539974,1554175,1559735,1556187,1556725,1556267,1556736,1550421,1539629,1524527,1510458,1506626,1508009,1516177,1521944,1534137,1542207,1552103,1557347,1556513,1562677,1565271,1569245,1564689,1560253,1557840,1552092,1548359,1542858,1541546,1545111,1558266,1564106,1575369,1590400,1610456,1627462,1635633,1640989,1642590,1653264,1669393,1688846,1705827,1721257,1737053,1748941,1752445,1757617,1768195,1805850,1833358,1847473,1840402,1831472,1826553,1833525,1836555,1840874,1841458,1851049,1853170,1833582,1823608,1823055,1841237,1852577,1857187,1863441,1869652,1874213,1878225,1875776,1872646,1873477,1873719,1875438,1867918,1865947,1868931,1861699,1850923,1829558,1826155,1809246,1817864,1805295,1799139,1775943,1762921,1757975,1744662,1718369,1685526,1671380,1655822,1656315,1625034,1621507,1610558,1625256,1619520,1597505,1584696,1593842,1622791,1640216,1648293,1647544,1655010,1654979,1655598,1643200,1646218,1656909,1663311,1663698,1655998,1650549,1643825,1640197,1658312,1668091,1680108,1678662,1682871,1689393,1699495,1705699,1722823,1734972,1754926,1780712,1800844,1841004,1887953,1951609,2008888,2057168,2096706,2136578,2155267,2200879,2253910,2315437,2349410,2370206,2377258,2391806,2412646,2449721,2503695,2554362,2607975,2644555,2665146,2665027,2691448,2705040,2730605,2735870,2726771,2725080,2708020,2717799,2740199,2758359,2795756,2852585,2885583,2935386,2971032,3064021,3159459,3229925,3287986,3325764,3361405,3408085,3438629,3437663,3444677,3438214,3469889,3426105,3395763,3357598,3353146,3345573,3330486,3294275,3261592,3237033,3236478,3243059,3219421,3207763,3189991,3215259,3259287,3324704,3396575,3458299,3497117,3539062,3582659,3631263,3683927,3725393,3772025,3783312,3764249,3716721,3659940,3616358,3607110,3585983,3593673,3610217,3629382,3635766,3594369,3582828,3568554,3579571,3594508,3609263,3609926,3618061,3598949,3570769,3544351,3533615,3557040
97694,13027,94304,"Zip","CA","CA","Palo Alto","San Jose-Sunnyvale-Santa Clara","Santa Clara County",1212839,1205220,1196709,1185557,1179027,1178625,1178342,1179077,1179885,1184568,1195666,1206344,1222203,1237137,1263831,1284317,1301640,1315530,1327257,1339607,1350486,1360514,1368903,1379009,1383201,1386669,1379712,1385133,1394668,1402032,1417137,1434308,1463617,1481825,1488319,1492188,1499837,1522316,1544368,1548855,1545628,1541443,1544382,1546991,1536456,1546335,1561215,1591545,1611059,1620255,1633812,1662821,1700686,1743734,1773510,1805518,1851690,1887977,1934277,1961311,2003860,2034822,2059773,2068476,2070977,2066981,2085647,2109032,2125000,2118535,2098173,2086864,2082254,2098984,2130317,2174123,2219272,2260102,2274603,2286491,2289283,2321805,2346176,2377096,2389104,2398338,2392472,2386824,2381096,2388831,2401640,2411365,2422060,2426208,2450428,2465832,2495954,2512399,2538498,2570462,2610270,2646125,2660473,2679376,2709229,2741717,2780628,2810654,2836052,2857448,2877541,2877637,2859550,2836018,2856492,2877102,2891194,2880871,2847481,2812908,2793666,2790910,2782629,2757883,2738385,2728940,2694694,2638094,2585041,2563630,2552894,2560672,2548332,2532506,2516428,2517744,2531174,2525058,2520554,2512524,2507646,2486568,2469990,2437702,2393597,2340754,2277699,2240227,2194586,2167240,2141652,2164524,2169951,2168098,2131238,2115406,2113445,2126189,2122112,2106801,2085199,2081126,2083227,2047796,2018095,1998220,2021797,2031119,2045312,2052027,2096786,2107380,2132737,2110259,2103009,2091886,2114273,2129930,2121790,2100998,2071329,2037377,1993303,1974276,1954645,1966077,1960113,1972300,1941538,1912018,1897166,1901053,1910491,1926486,1953787,1998625,2035509,2070151,2099835,2135846,2184105,2242736,2290702,2331801,2372672,2409410,2447668,2478142,2523540,2557973,2587819,2584942,2593024,2606104,2618420,2649737,2681744,2727784,2728274,2716118,2698307,2706183,2742068,2779528,2811697,2826920,2861598,2879072,2891107,2891320,2927024,2949215,2972835,2957177,2946742,2943893,2961887,2965072,2958475,2941639,2930372,2911866,2891862,2896702,2884183,2889286,2858627,2857063,2837332,2849324,2851917,2861854,2867956,2881350,2885174,2896424,2906331,2930427,2954598,2999440,3048890,3095196,3133986,3186783,3251518,3321968,3391214,3408401,3450464,3480978,3546587,3520361,3471004,3408015,3377695,3331569,3262117,3203513,3152116,3165178,3170777,3179884,3154678,3140138,3149364,3166136,3184045,3206665,3244324,3273956,3307467,3317660,3328305,3343015,3375792,3441777
97518,12494,94027,"Zip","CA","CA","Atherton","San Francisco-Oakland-Hayward","San Mateo County",757730,757255,757626,757806,759659,763141,766639,772327,778332,787175,794592,803022,812103,823008,835341,847481,858364,867694,879665,891226,904120,912529,924421,936871,955893,973521,987247,1000787,1014464,1028598,1040838,1052163,1064494,1077131,1087952,1097164,1095446,1096480,1100600,1111669,1124759,1140742,1157590,1170848,1180441,1199478,1226088,1255942,1285929,1315108,1350088,1387385,1431762,1479427,1524362,1564774,1608300,1649253,1694415,1737735,1781116,1816370,1844795,1864525,1871360,1865052,1859289,1862421,1868378,1876196,1870939,1862275,1854654,1861010,1873837,1890593,1912419,1942532,1976882,2003931,2021654,2020418,2029857,2037567,2043687,2041474,2032336,2030417,2021389,2015078,2001515,2001259,2004630,2023599,2023109,2030450,2042298,2063508,2091359,2110952,2128539,2140940,2162203,2178994,2196333,2209654,2233338,2262368,2293110,2310347,2314861,2315714,2339418,2355751,2366247,2364385,2372246,2376289,2386540,2381893,2380959,2375627,2385157,2385764,2371042,2360590,2358020,2365166,2360285,2354570,2359001,2370239,2379808,2388730,2385413,2377681,2372528,2373040,2372013,2367480,2361657,2373405,2366800,2359746,2328172,2314375,2290974,2309958,2299828,2296014,2269573,2257326,2253619,2216919,2164817,2096633,2065724,2044002,2051104,2019080,2010955,1991067,2002070,1993262,1980417,1984600,2017433,2072131,2113062,2134175,2125743,2126565,2133153,2157520,2164013,2178496,2184308,2192521,2197614,2203845,2197892,2191134,2204677,2249455,2287860,2299517,2307599,2326340,2367806,2417145,2458699,2493278,2529697,2566636,2609788,2627472,2656628,2713619,2779529,2837724,2871582,2879862,2892732,2894291,2947531,3023188,3097792,3152962,3202964,3227501,3277517,3316844,3386335,3470474,3547343,3635711,3683775,3710007,3714429,3749507,3771484,3816862,3839389,3887338,3931425,3971951,4025903,4081698,4114744,4173452,4261272,4323388,4398405,4454614,4510695,4552788,4560310,4595064,4621739,4631923,4695467,4724219,4740373,4758043,4763923,4801231,4821808,4858363,4908409,4937780,4948462,5013004,5029830,5090161,5100266,5151797,5189844,5221142,5253113,5274742,5316192,5406424,5529691,5637257,5725913,5755548,5817706,5864118,5970732,6043515,6110407,6165746,6196174,6220702,6206407,6168695,6114897,6096586,6060697,6095123,6162526,6244394,6277640,6241351,6260237,6250879,6273389,6305848,6367662,6421833,6485282,6488194,6437293,6390136,6386482,6443998
97566,12507,94111,"Zip","CA","CA","San Francisco","San Francisco-Oakland-Hayward","San Francisco County",447210,445591,443912,440006,435750,432628,430799,430789,430631,432281,434038,436213,438384,441254,445365,451059,458020,465104,471116,476142,481700,485515,490411,495336,502165,507719,512278,515604,520137,523522,528476,532665,538281,544301,548951,555663,560847,567524,573742,581198,587973,596620,604610,613269,622222,630922,643101,651912,660779,665506,671677,680930,695783,709948,722285,734610,749649,766370,782434,799498,817741,836781,850618,857642,849311,839437,831970,829099,820849,810461,798987,790780,780720,772092,766544,763352,767355,770254,774913,778554,782363,783419,782217,778809,776238,777000,779538,782438,782616,786605,788688,789532,788294,790424,796230,804408,818052,828728,838182,843790,851267,859609,868584,878425,890839,904202,916156,927146,935621,949753,961908,975316,988623,998660,1010887,1017071,1028937,1041166,1054136,1064205,1066285,1058744,1048961,1044585,1044038,1047177,1044687,1044459,1038791,1031709,1023128,1019286,1018678,1027195,1038190,1051203,1057200,1054893,1054904,1061417,1073407,1078331,1080542,1073164,1069842,1059304,1057754,1053747,1054839,1053606,1048107,1038793,1027077,1021312,1017847,1014309,1009234,999733,985677,965579,950843,944005,943735,937232,928298,922396,918621,923529,924595,934307,935600,942861,941219,940626,928874,925603,920216,917210,911339,900603,892219,879497,873670,867749,861661,851375,848564,846864,849502,848603,848148,848906,849129,856010,863035,869308,877190,890721,908816,927766,946887,964931,977341,988434,1005742,1015166,1028429,1039872,1060737,1078042,1091173,1102638,1108970,1108618,1111767,1125031,1134814,1141652,1141612,1143147,1143529,1139776,1139598,1131960,1126770,1132820,1153048,1162739,1165119,1180025,1200046,1224817,1234683,1252880,1273516,1292703,1310869,1318941,1313757,1317508,1331186,1337006,1331770,1313984,1309318,1299823,1284408,1272902,1269528,1273969,1287772,1289005,1287323,1275775,1273845,1279866,1287213,1293940,1302079,1315679,1322848,1325291,1322420,1324678,1324508,1333010,1344467,1353137,1354112,1355754,1356823,1356642,1354166,1351184,1342582,1333134,1333455,1328725,1318463,1303549,1305410,1314735,1317477,1314130,1309110,1314764,1321344,1327645,1327398,1328209,1329676,1334077,1328317,1316453,1308986,1305032
97525,16483,94038,"Zip","CA","CA","Moss Beach","San Francisco-Oakland-Hayward","San Mateo County",330573,330747,330890,331780,332836,333064,333048,333570,335341,337163,338546,340202,342414,344624,346754,347965,349719,353313,357348,360088,360879,362572,365883,369723,373048,377136,381335,385693,389105,391726,394832,399592,405954,410978,414494,416979,419726,421636,424525,428291,432542,437296,442373,447794,451573,455816,460970,466477,472186,478841,486809,495453,506767,519609,530416,537991,547614,561040,578240,596475,613771,627114,636112,640414,640520,634964,630891,629084,626598,622961,613710,605171,595417,591403,588748,589350,590734,597916,604318,610633,615040,616463,619171,619090,620733,620418,621260,624659,626106,625225,622730,623823,626678,632307,637654,646431,656399,667155,677932,685827,695615,705784,721903,735255,747395,756202,764289,773914,785027,792641,799529,803901,816465,828823,837762,845162,853736,863696,873350,875762,876493,877486,885664,893987,893540,886427,878900,870921,864057,857574,862329,870617,878615,880675,872535,863425,858571,858051,857102,854404,856172,859410,852388,841214,825235,819731,816203,825143,820575,823093,816789,818039,808918,799179,786952,776639,772304,766865,763992,746366,739760,726901,729902,725687,724812,718795,718888,724757,728488,728603,725206,724515,721146,718091,708129,704536,699749,699272,691168,680010,669066,661171,656847,657190,652882,647904,641185,635716,631538,629188,630977,634192,632166,629208,625838,624896,633007,644242,655807,662585,670573,675037,680218,681962,695563,713414,733223,744802,752094,754432,760288,765501,772683,783229,794686,805895,813011,813924,812566,816732,820541,829160,831908,837179,841860,846653,852081,860998,865321,873808,884363,891736,903283,911210,930064,947067,962311,972724,981496,985207,996477,1005228,1013026,1022562,1024016,1032590,1027383,1027320,1023491,1026358,1028528,1040276,1045018,1052761,1056151,1060690,1071337,1075967,1088286,1093533,1108581,1127245,1152109,1177263,1196565,1208589,1213158,1220463,1226373,1235419,1243858,1263527,1274469,1276051,1262716,1241697,1220897,1207722,1197000,1199612,1208562,1214650,1209261,1188744,1180606,1175084,1177431,1183112,1192721,1199724,1209816,1208379,1202287,1198337,1203279,1216787
97500,13168,94005,"Zip","CA","CA","Brisbane","San Francisco-Oakland-Hayward","San Mateo County",221631,220978,220659,219326,218432,217651,218076,218270,218760,218918,218491,218035,218087,219175,220285,221560,223524,225880,226779,228595,230310,233919,238186,243018,247198,250313,252624,256117,257382,258894,261004,263072,264944,264501,265088,265629,266991,269053,272699,276617,282233,286554,291157,295294,300944,308069,315931,323581,330663,336386,340871,346345,353826,364294,371435,378064,383274,389478,395615,402130,408582,413753,418355,419333,416927,411381,409541,408517,408536,408699,406310,404112,402715,406587,411181,418787,426403,436444,445573,454610,461873,465060,470318,474294,477379,476937,476331,475684,476701,476940,475213,473615,473730,478534,482970,488546,495992,504021,513350,520680,526038,529324,538031,546966,557599,564959,572673,581835,590208,596871,601097,606560,617422,629551,637932,645258,650749,657242,664336,668260,672546,675700,683089,688345,688593,689075,689088,692297,692164,690898,690035,691427,693405,694172,691191,686908,685100,683653,683695,679691,677827,677025,673475,665935,653934,646506,637064,631490,619046,607132,594036,582943,574150,562140,548058,533792,524587,520209,518843,515460,514344,511921,511712,508510,502609,500861,505330,515749,522730,520546,516587,514574,517227,521051,520624,524733,529576,533596,533873,531577,528323,525200,523438,523381,519925,513880,508094,502191,496367,493337,490436,488437,484574,485352,486830,488043,491474,499926,508555,518393,527269,533302,538456,540387,553015,567372,583940,594942,604600,608280,618947,624052,635357,644153,657091,669165,675098,675889,671472,673733,675467,684017,687679,693928,695462,698233,699923,706409,707684,715039,727306,736906,748684,754771,763639,771896,780332,789681,798150,801292,813234,820812,826337,830821,831465,838063,836809,839015,838945,842320,843931,853630,860914,868850,869159,869404,873021,873239,879094,882477,894124,907868,927882,944803,953118,953375,958969,969702,982800,994945,1004292,1014356,1015666,1009785,996390,981857,972360,973548,970332,973480,976489,979996,980566,976389,981842,987940,997544,1007912,1018995,1025679,1034890,1036479,1036522,1037368,1041123,1048733
97742,14949,94535,"Zip","CA","CA","Fairfield","Vallejo-Fairfield","Solano County",166739,164907,164261,162238,160886,159637,158749,158474,157719,157584,157397,157595,157696,158476,158568,158750,158403,158088,157848,157182,157528,157251,157228,157120,157319,157958,158650,159916,161231,163132,164614,165838,166772,168017,169441,170388,171523,172383,173721,175164,176865,177629,178618,179824,181760,183412,185535,188703,191781,194545,196738,198650,200165,203359,206705,211747,215941,221239,225427,228003,231072,234593,238792,242615,247383,251862,255890,257235,258213,258831,260387,263608,265695,267543,269027,271036,273279,275064,277807,281805,286845,291572,295757,299311,304293,310010,315267,319908,323437,326248,328521,331047,333938,336998,341182,346053,350648,353536,356542,360347,364804,370922,377491,384487,391414,398678,405703,412043,417420,421825,427895,434432,444131,452075,460024,466362,471548,475966,478772,481659,483622,489704,493995,497247,496656,495886,492547,488353,482239,476146,469963,464199,460210,454351,449924,447441,442785,438831,434967,432575,431752,430235,428119,419838,407181,394131,381374,367259,353519,339978,329793,320750,312054,302213,290606,284205,281827,282036,278521,274533,271924,270085,264895,258669,253474,251339,252996,254846,256284,253850,254972,256188,259009,259263,261404,263001,264699,264868,265037,261621,256569,252930,250502,248945,245078,242206,240153,237811,235711,234246,231616,229889,228425,229484,229555,228972,228801,230515,232023,237288,240773,244506,247323,254045,262553,268502,274255,281912,289518,297311,305045,310478,316850,322476,329819,334318,336425,340719,342743,344744,348696,353701,359856,361906,364252,363802,365055,365228,369696,374211,382419,387469,389465,387341,383982,383656,385124,390931,394646,399328,400958,400699,399654,400053,404360,410324,417318,422479,425542,426007,428349,430579,431357,434504,436677,441106,441467,442013,438817,439952,442583,448155,450783,454050,461445,465029,467278,465223,466061,467772,471869,473767,474809,474850,477352,479572,476616,475534,473220,474354,473997,475569,480151,483315,486184,487159,488152,488952,491894,494499,498766,501821,505173,506269,504387,503708
97733,14573,94525,"Zip","CA","CA","Crockett","San Francisco-Oakland-Hayward","Contra Costa County",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,392869,394598,391928,387150,380711,376653,374818,371530,366273,361449,360456,363784,369133,370350,372518,374039,376077,375510,374181,375010,377935,380964,379579,375165,367506,362315,360012,362499,369714,376591,380200,381935,382254,380857,380687,379042,380179,377704,371547,362898,352545,345307,339488,338157,342141,347386,346596,339325,328855,323146,321343,320927,317782,310886,302919,294235,287533,283648,283693,286115,289207,293989,297266,300434,301797,305724,311949,319175,321666,323741,326826,334813,341995,344005,344044,342555,344895,348233,352271,355022,357482,359072,359688,357371,356524,358339,364850,369189,372241,372904,374765,378078,381618,384011,386858,393180,400887,406292,405933,409141,413909,420612,424967,426066,431219,437117,445764,446596,444296,442035,445209,449503,456494,459665,460288,460546,464876,470255,467251,465085,465106,470436,472745,472944,470701,471348,475468,481730,483140,484048,490413,499893
97914,19283,95002,"Zip","CA","CA","San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County",443032,440621,443284,445021,449038,448281,446837,445284,443219,442920,441955,443350,443990,448019,449399,451903,451831,458024,467379,478109,489945,499864,513811,525636,537096,545260,549553,554051,559512,568895,576602,580506,584221,584307,579409,570031,567788,571083,578844,586454,592134,591067,585548,586027,589322,600635,611123,629012,637386,640902,637640,631205,626232,628401,637750,649223,656558,662990,672139,676177,681894,687643,704670,721833,739483,744235,750042,748637,753657,749837,742179,733870,731035,735157,735240,737022,741232,746971,751176,752342,752794,755096,763931,774981,783078,783801,780769,778840,770516,770890,769206,772914,774968,780177,787759,789353,792607,795887,803130,810270,819920,828171,835166,844213,854496,860239,860434,868239,884307,905579,927067,944881,963154,976075,992716,1006318,1015306,1030502,1044153,1058318,1060043,1057739,1049157,1045551,1046309,1054274,1059851,1061484,1066940,1067676,1068944,1067437,1067096,1071989,1082313,1084388,1077342,1063033,1054705,1054377,1052573,1047095,1032333,1009469,982128,950879,916302,894682,879340,870757,857102,836638,812813,791241,782306,787001,794330,799734,800120,799979,800110,799625,799569,798912,805010,812287,820094,825465,833120,844638,857761,858420,858009,849118,842855,846921,856755,864083,853221,833198,820980,811077,808186,807776,802183,803264,801699,799176,778003,764681,763968,771370,763020,750356,741582,739791,744313,746446,748977,742229,747771,749730,763940,770626,790217,802557,809687,814814,823919,837891,848045,859338,871385,885185,880762,875972,866800,874253,880234,888805,888962,888717,893204,903275,907775,904095,903337,905911,910681,908386,916925,918577,921164,914408,907138,902269,899261,899962,899936,903838,909230,914202,912683,912461,913596,919283,928610,940136,948353,957094,962525,971434,978609,989560,989374,991342,990740,1003113,1010626,1014323,1026241,1044220,1069742,1087439,1108510,1132623,1167969,1194747,1224626,1231719,1231844,1221843,1211713,1207414,1200620,1187438,1157089,1117979,1087372,1075045,1065304,1048591,1042378,1040531,1046581,1037228,1029653,1029330,1039561,1054244,1061855,1060702,1057727,1067377,1073112,1081425
97904,20343,94973,"Zip","CA","CA","Woodacre","San Francisco-Oakland-Hayward","Marin County",332906,328188,326161,322569,322013,323315,322922,323395,322209,323395,324171,326021,331130,339317,347419,352035,354233,354562,356198,357269,361953,365445,369636,372814,371572,370099,367522,368020,367836,367255,371068,374518,377907,378179,379960,381060,381756,381942,382897,386898,390650,396803,401117,407016,411196,416947,421728,428384,435353,442713,450859,457514,464540,469865,472958,476511,482630,491599,501550,514334,531531,544065,553985,557777,566005,570304,574488,579544,583907,589930,591915,589849,583844,585849,586523,591097,587581,592858,603493,612473,619696,622864,628418,635944,639596,639649,642365,645660,654707,657646,659523,658843,658613,655800,654655,654685,663191,669746,677262,682268,689252,697295,701876,710371,721491,739216,757035,770380,780421,789660,796567,806236,812063,821864,831257,838758,840322,835864,832048,828686,826311,827479,836891,846649,851257,847509,841070,834010,833347,836201,836143,839269,842281,843936,833476,818817,816345,815972,820019,823156,824672,828020,829087,825883,814066,805559,803863,804747,790163,782433,780393,780576,771646,752313,737965,726267,722988,717768,708762,704945,705405,701091,683945,668837,665581,669245,670413,670751,664995,655332,650321,644778,646986,645713,652004,650851,641147,633613,627340,623549,621347,619465,613240,599684,581552,570504,560933,558303,564266,568634,570209,564261,561908,567154,577179,591452,606390,620976,635603,643526,639360,634147,635343,647392,655404,657135,656169,655507,655305,652650,650578,652674,659849,665306,667300,667213,671194,676808,682106,684624,685956,680433,673178,668594,672486,679449,687437,693661,700245,705828,712602,721180,730568,748130,765572,779582,786006,788437,790514,788529,783125,773550,763931,760316,760423,766922,767456,768555,764344,767030,767368,776333,788420,808868,824964,831413,832268,822507,821346,822483,828841,830751,833595,836215,832216,823036,814601,814435,816738,821079,822277,822705,824910,831146,835583,833122,834126,831558,835688,839464,846868,851061,848717,842180,835517,825958,822065,822369,823623,829719,832828,835427,836567,842593,855341,873300
