regionname,city,Incr_Per,date,Incr_type,Year,month_date_yyyymm,postal_code,zip_name,active_listing_count_yy,median_days_on_market_yy,new_listing_count_yy,pending_ratio_yy
94803,El Sobrante,0.16895275,201708,Huge_Incr,2017,201707,94803,"el sobrante, ca",-0.22,-0.2333,-0.1111,0.0087
94030,Millbrae,0.064962673,201708,Incr,2017,201707,94030,"millbrae, ca",-0.12,-0.4167,0.2,0.6145
94547,Hercules,0.008980926,201708,Incr,2017,201707,94547,"hercules, ca",-0.4035,0.037,0.1111,0.2162
94506,Danville,0.050364725,201708,Incr,2017,201707,94506,"danville, ca",-0.0659,-0.1,-0.3846,0.0004
94706,Albany,0.100781165,201708,Huge_Incr,2017,201707,94706,"albany, ca",-0.1667,-0.25,1.5,-0.1333
94105,San Francisco,-0.012553371,201708,Decr,2017,201707,94105,"san francisco, ca",-0.1343,0.2955,-0.2,-0.0502
94301,Palo Alto,0.048133145,201708,Incr,2017,201707,94301,"palo alto, ca",-0.1304,0.4324,-0.6667,-0.2022
94127,San Francisco,0.103516979,201708,Huge_Incr,2017,201707,94127,"san francisco, ca",-0.4815,-0.04,-0.2857,0.5794
95620,Dixon,0.053153024,201708,Incr,2017,201707,95620,"dixon, ca",0.1739,-0.0345,0.2,0.1208
94022,Los Altos,0.067772809,201708,Incr,2017,201707,94022,"los altos, ca",-0.1053,0.3333,0.6667,0.0789
94618,Oakland,0.118179337,201708,Huge_Incr,2017,201707,94618,"oakland, ca",-0.4167,-0.1724,0,0.1786
94563,Orinda,0.045120091,201708,Incr,2017,201707,94563,"orinda, ca",-0.12,0.0238,-0.375,0.0445
94564,Pinole,0.070759703,201708,Incr,2017,201707,94564,"pinole, ca",-0.2889,0.0938,-0.1429,0.2569
94949,Novato,0.04862316,201708,Incr,2017,201707,94949,"novato, ca",-0.1739,-0.1389,-0.2,-0.2128
94945,Novato,0.041598615,201708,Incr,2017,201707,94945,"novato, ca",0.0769,0.0233,-0.5,-0.3681
94019,Half Moon Bay,0.046782223,201708,Incr,2017,201707,94019,"half moon bay, ca",-0.4643,0,-0.3333,0.2274
94705,Berkeley,0.106320062,201708,Huge_Incr,2017,201707,94705,"berkeley, ca",-0.1667,0.8,-0.3333,-0.0556
94503,American Canyon,0.085711645,201708,Incr,2017,201707,94503,"american canyon, ca",0.1739,0.8235,-0.5,-0.306
94960,San Anselmo,0.061408283,201708,Incr,2017,201707,94960,"san anselmo, ca",-0.2273,0,-0.25,-0.0749
94920,Tiburon,0.129689181,201708,Huge_Incr,2017,201707,94920,"belvedere tiburon, ca",-0.1714,-0.0164,-0.4,0.1527
94965,Sausalito,0.064602868,201708,Incr,2017,201707,94965,"sausalito, ca",-0.069,-0.2069,0.3333,-0.0243
94507,Alamo,0.055818434,201708,Incr,2017,201707,94507,"alamo, ca",-0.1034,-0.2692,-0.2,0.0557
94556,Moraga,0.091623751,201708,Incr,2017,201707,94556,"moraga, ca",0.44,0.2222,0.2,-0.2078
94571,Rio Vista,0.065509833,201708,Incr,2017,201707,94571,"rio vista, ca",-0.2045,0,-0.25,0.139
94805,Richmond,0.118273132,201708,Huge_Incr,2017,201707,94805,"richmond, ca",-0.1176,0.2381,-0.6,0.0196
94707,Berkeley,0.121818251,201708,Huge_Incr,2017,201707,94707,"berkeley, ca",0.3,0.4091,0,0.3077
94904,Kentfield,0.061084911,201708,Incr,2017,201707,94904,"greenbrae, ca",-0.12,0.7209,-0.5,-0.0018
94542,Hayward,0.069996902,201708,Incr,2017,201707,94542,"hayward, ca",-0.3617,-0.3696,0,0.9986
94517,Clayton,0.044807938,201708,Incr,2017,201707,94517,"clayton, ca",-0.2258,-0.25,0.6667,0.2392
94552,Castro Valley,0.035276154,201708,Incr,2017,201707,94552,"castro valley, ca",-0.1667,0.3571,-0.5,0.2267
94930,Fairfax,0.093997509,201708,Incr,2017,201707,94930,"fairfax, ca",0.75,0.5385,1,-0.3214
94028,Portola Valley,-0.060596691,201708,Decr,2017,201707,94028,"portola valley, ca",0.4444,0.2593,-1,-0.4274
94027,Atherton,0.085703559,201708,Incr,2017,201707,94027,"atherton, ca",-0.3429,0.0337,0,0.0472
