regionname,city,8/31/1996,8/31/1997,8/31/1998,8/31/1999,8/31/2000,8/31/2001,8/31/2002,8/31/2003,8/31/2004,8/31/2005,8/31/2006,8/31/2007,8/31/2008,8/31/2009,8/31/2010,8/31/2011,8/31/2012,8/31/2013,8/31/2014,8/31/2015,8/31/2016,8/31/2017,8/31/2018,8/31/2019,8/31/2020,199708,199808,199908,200008,200108,200208,200308,200408,200508,200608,200708,200808,200908,201008,201108,201208,201308,201408,201508,201608,201708,201808,201908,202008
94019,Half Moon Bay,402246,429872,490296,539761,642308,739081,747745,770621,876951,1010332,1046215,1039966,963817,870187,828080,765810,788063,875310,965514,1082588,1154990,1209023,1393885,1327041,1305867,0.0687,0.1406,0.1009,0.1900,0.1507,0.0117,0.0306,0.1380,0.1521,0.0355,-0.0060,-0.0732,-0.0971,-0.0484,-0.0752,0.0291,0.1107,0.1031,0.1213,0.0669,0.0468,0.1529,-0.0480,-0.0160
94705,Berkeley,210513,230528,257919,283282,349315,418167,449548,471551,538373,636279,648853,619665,581670,583314,619355,608756,699965,922722,1046853,1191678,1325968,1466945,1708406,1752343,1829395,0.0951,0.1188,0.0983,0.2331,0.1971,0.0750,0.0489,0.1417,0.1819,0.0198,-0.0450,-0.0613,0.0028,0.0618,-0.0171,0.1498,0.3182,0.1345,0.1383,0.1127,0.1063,0.1646,0.0257,0.0440
94503,American Canyon,118056,120964,128241,139633,166497,204013,231797,269796,316612,382312,415243,390047,334933,322057,306830,284491,289798,356966,419438,470113,497657,540312,578313,575454,599298,0.0246,0.0602,0.0888,0.1924,0.2253,0.1362,0.1639,0.1735,0.2075,0.0861,-0.0607,-0.1413,-0.0384,-0.0473,-0.0728,0.0187,0.2318,0.1750,0.1208,0.0586,0.0857,0.0703,-0.0049,0.0414
94960,San Anselmo,350897,373720,412494,445819,546128,629520,661197,706437,803282,906321,935291,922935,841137,728123,735297,659236,702518,812734,878518,998269,1063749,1129072,1210017,1162479,1264117,0.0650,0.1038,0.0808,0.2250,0.1527,0.0503,0.0684,0.1371,0.1283,0.0320,-0.0132,-0.0886,-0.1344,0.0099,-0.1034,0.0657,0.1569,0.0809,0.1363,0.0656,0.0614,0.0717,-0.0393,0.0874
94920,Tiburon,588536,632336,735425,812931,1015131,1232276,1247360,1300263,1427547,1554583,1638716,1628808,1613945,1400311,1420229,1306817,1476336,1656708,1825814,2032817,2159039,2439043,2609142,2661146,2910052,0.0744,0.1630,0.1054,0.2487,0.2139,0.0122,0.0424,0.0979,0.0890,0.0541,-0.0060,-0.0091,-0.1324,0.0142,-0.0799,0.1297,0.1222,0.1021,0.1134,0.0621,0.1297,0.0697,0.0199,0.0935
94965,Sausalito,416641,452832,505914,557230,673441,835042,819017,857272,957702,1086966,1141470,1110873,1095646,891524,904917,804316,844667,954669,1049434,1192071,1281940,1364757,1375586,1357018,1466591,0.0869,0.1172,0.1014,0.2086,0.2400,-0.0192,0.0467,0.1172,0.1350,0.0501,-0.0268,-0.0137,-0.1863,0.0150,-0.1112,0.0502,0.1302,0.0993,0.1359,0.0754,0.0646,0.0079,-0.0135,0.0807
94507,Alamo,501515,564110,658514,709633,824383,955927,1062576,1194747,1443056,1717156,1777974,1629090,1402660,1206462,1238671,1151812,1272988,1519201,1622314,1763018,1779448,1878774,1975050,1903968,1973096,0.1248,0.1674,0.0776,0.1617,0.1596,0.1116,0.1244,0.2078,0.1899,0.0354,-0.0837,-0.1390,-0.1399,0.0267,-0.0701,0.1052,0.1934,0.0679,0.0867,0.0093,0.0558,0.0512,-0.0360,0.0363
94556,Moraga,383785,401830,451163,496416,579342,652010,715342,791859,906348,1071221,1104316,1055263,986251,893701,913064,856207,954418,1187389,1230779,1363192,1411097,1540387,1571293,1581166,1679032,0.0470,0.1228,0.1003,0.1670,0.1254,0.0971,0.1070,0.1446,0.1819,0.0309,-0.0444,-0.0654,-0.0938,0.0217,-0.0623,0.1147,0.2441,0.0365,0.1076,0.0351,0.0916,0.0201,0.0063,0.0619
94709,Berkeley,214145,233288,262536,300627,354832,412829,441675,471052,540974,637065,636927,615546,597573,592558,597211,554244,560166,698971,761199,869219,979636,1086629,1236969,1247462,1301065,0.0894,0.1254,0.1451,0.1803,0.1634,0.0699,0.0665,0.1484,0.1776,-0.0002,-0.0336,-0.0292,-0.0084,0.0079,-0.0719,0.0107,0.2478,0.0890,0.1419,0.1270,0.1092,0.1384,0.0085,0.0430
94571,Rio Vista,156957,157753,161524,165451,182912,209933,242375,277629,317681,394660,417365,361477,272465,223843,224713,204257,191485,250889,292993,307025,335110,357063,386795,388236,392744,0.0051,0.0239,0.0243,0.1055,0.1477,0.1545,0.1455,0.1443,0.2423,0.0575,-0.1339,-0.2462,-0.1785,0.0039,-0.0910,-0.0625,0.3102,0.1678,0.0479,0.0915,0.0655,0.0833,0.0037,0.0116
94707,Berkeley,251844,274074,311043,341702,426751,484570,523111,548376,644403,736544,725230,701670,670977,648602,681555,643204,696382,896662,1003584,1135088,1267856,1422304,1565591,1559032,1655174,0.0883,0.1349,0.0986,0.2489,0.1355,0.0795,0.0483,0.1751,0.1430,-0.0154,-0.0325,-0.0437,-0.0333,0.0508,-0.0563,0.0827,0.2876,0.1192,0.1310,0.1170,0.1218,0.1007,-0.0042,0.0617
94904,Kentfield,448689,484032,549704,608323,744149,864178,897184,911201,1036937,1168070,1247110,1263893,1169275,1002701,1030284,946844,1041121,1290404,1411930,1569945,1614474,1713094,1765916,1734826,1883294,0.0788,0.1357,0.1066,0.2233,0.1613,0.0382,0.0156,0.1380,0.1265,0.0677,0.0135,-0.0749,-0.1425,0.0275,-0.0810,0.0996,0.2394,0.0942,0.1119,0.0284,0.0611,0.0308,-0.0176,0.0856
94502,Alameda,220440,225517,252104,270561,331374,378331,399143,434311,498928,578640,589648,555974,505790,500274,504336,479225,522863,676418,715142,786795,858139,925137,978215,970747,1012432,0.0230,0.1179,0.0732,0.2248,0.1417,0.0550,0.0881,0.1488,0.1598,0.0190,-0.0571,-0.0903,-0.0109,0.0081,-0.0498,0.0911,0.2937,0.0572,0.1002,0.0907,0.0781,0.0574,-0.0076,0.0429
94542,Hayward,242909,254198,283796,312609,374944,450464,475880,510455,591692,715992,752125,714848,599090,499838,491244,448776,455896,575736,643438,691997,755362,808235,894624,869133,924539,0.0465,0.1164,0.1015,0.1994,0.2014,0.0564,0.0727,0.1591,0.2101,0.0505,-0.0496,-0.1619,-0.1657,-0.0172,-0.0864,0.0159,0.2629,0.1176,0.0755,0.0916,0.0700,0.1069,-0.0285,0.0637
94517,Clayton,261242,279896,325568,353197,420096,484706,542979,618383,772434,899068,950165,862624,712937,664444,729944,698110,747461,874270,815846,902244,925952,967442,989964,992686,1010519,0.0714,0.1632,0.0849,0.1894,0.1538,0.1202,0.1389,0.2491,0.1639,0.0568,-0.0921,-0.1735,-0.0680,0.0986,-0.0436,0.0707,0.1697,-0.0668,0.1059,0.0263,0.0448,0.0233,0.0027,0.0180
94065,Redwood City,308853,343558,396832,431189,537035,595554,595242,608195,695710,798689,826732,834282,774309,687303,705810,702574,798671,932148,1055188,1229975,1311138,1383632,1618848,1510815,1532185,0.1124,0.1551,0.0866,0.2455,0.1090,-0.0005,0.0218,0.1439,0.1480,0.0351,0.0091,-0.0719,-0.1124,0.0269,-0.0046,0.1368,0.1671,0.1320,0.1656,0.0660,0.0553,0.1700,-0.0667,0.0141
94552,Castro Valley,270543,289214,324646,349632,414446,489416,505153,538519,622341,744814,763427,713346,644460,607636,621806,573935,585313,733026,774589,850857,912968,945174,1058896,1028896,1071665,0.0690,0.1225,0.0770,0.1854,0.1809,0.0322,0.0661,0.1557,0.1968,0.0250,-0.0656,-0.0966,-0.0571,0.0233,-0.0770,0.0198,0.2524,0.0567,0.0985,0.0730,0.0353,0.1203,-0.0283,0.0416
94708,Berkeley,286421,299755,335473,367050,438745,507900,532136,573045,654231,755480,740502,740492,714525,701405,733280,673565,728707,887329,985029,1150154,1299865,1369409,1465735,1478102,1555054,0.0466,0.1192,0.0941,0.1953,0.1576,0.0477,0.0769,0.1417,0.1548,-0.0198,0.0000,-0.0351,-0.0184,0.0454,-0.0814,0.0819,0.2177,0.1101,0.1676,0.1302,0.0535,0.0703,0.0084,0.0521
94305,Stanford,791366,930305,992735,1060528,1179898,1398556,1375449,1286682,1362608,1642113,1703809,1669991,1585892,1527883,1623848,1596374,1831599,2331165,2325626,2381738,2469176,2677245,3140157,2796944,3043332,0.1756,0.0671,0.0683,0.1126,0.1853,-0.0165,-0.0645,0.0590,0.2051,0.0376,-0.0198,-0.0504,-0.0366,0.0628,-0.0169,0.1473,0.2727,-0.0024,0.0241,0.0367,0.0843,0.1729,-0.1093,0.0881
94925,Corte Madera,409856,436980,491898,564160,703131,773835,829525,860206,975332,1138358,1142068,1144374,1133634,939614,959249,890404,892081,982863,1068505,1200933,1271331,1342836,1382850,1367738,1457194,0.0662,0.1257,0.1469,0.2463,0.1006,0.0720,0.0370,0.1338,0.1671,0.0033,0.0020,-0.0094,-0.1711,0.0209,-0.0718,0.0019,0.1018,0.0871,0.1239,0.0586,0.0562,0.0298,-0.0109,0.0654
94930,Fairfax,270325,288822,312716,345770,414026,474812,509380,535616,612818,701820,709912,723123,690932,592900,603010,525627,582948,679567,742240,815796,825224,902793,908275,920440,990273,0.0684,0.0827,0.1057,0.1974,0.1468,0.0728,0.0515,0.1441,0.1452,0.0115,0.0186,-0.0445,-0.1419,0.0171,-0.1283,0.1091,0.1657,0.0922,0.0991,0.0116,0.0940,0.0061,0.0134,0.0759
94939,Larkspur,427036,466191,545356,599415,753476,871156,925155,958675,1071327,1263196,1327834,1378888,1347845,1057600,1071874,954681,971093,1116503,1245216,1377451,1459284,1570447,1645919,1595316,1721672,0.0917,0.1698,0.0991,0.2570,0.1562,0.0620,0.0362,0.1175,0.1791,0.0512,0.0384,-0.0225,-0.2153,0.0135,-0.1093,0.0172,0.1497,0.1153,0.1062,0.0594,0.0762,0.0481,-0.0307,0.0792
94710,Berkeley,156408,173107,178938,203324,258983,284797,320767,346145,410565,479691,487902,459829,423795,435109,450631,419125,437064,562510,619809,701028,761339,841828,940056,958474,1040731,0.1068,0.0337,0.1363,0.2737,0.0997,0.1263,0.0791,0.1861,0.1684,0.0171,-0.0575,-0.0784,0.0267,0.0357,-0.0699,0.0428,0.2870,0.1019,0.1310,0.0860,0.1057,0.1167,0.0196,0.0858
94572,Rodeo,149473,154220,166054,177515,204005,232728,262511,307723,375137,458446,469787,454001,360796,340767,363263,349930,312702,292186,283328,325025,332013,376355,434323,466942,490300,0.0318,0.0767,0.0690,0.1492,0.1408,0.1280,0.1722,0.2191,0.2221,0.0247,-0.0336,-0.2053,-0.0555,0.0660,-0.0367,-0.1064,-0.0656,-0.0303,0.1472,0.0215,0.1336,0.1540,0.0751,0.0500
94028,Portola Valley,714813,787157,884894,988434,1288532,1556267,1552103,1541546,1669393,1840402,1841237,1867918,1762921,1619520,1646218,1682871,2008888,2412646,2726771,3159459,3395763,3189991,3772025,3594369,3557040,0.1012,0.1242,0.1170,0.3036,0.2078,-0.0027,-0.0068,0.0829,0.1024,0.0005,0.0145,-0.0562,-0.0813,0.0165,0.0223,0.1937,0.2010,0.1302,0.1587,0.0748,-0.0606,0.1825,-0.0471,-0.0104
94304,Palo Alto,1179077,1339607,1434308,1546991,1805518,2109032,2286491,2411365,2679376,2877102,2638094,2512524,2164524,2047796,2091886,1972300,2135846,2584942,2779528,2943893,2857063,2999440,3520361,3140138,3441777,0.1361,0.0707,0.0786,0.1671,0.1681,0.0841,0.0546,0.1111,0.0738,-0.0831,-0.0476,-0.1385,-0.0539,0.0215,-0.0572,0.0829,0.2103,0.0753,0.0591,-0.0295,0.0498,0.1737,-0.1080,0.0961
94027,Atherton,772327,891226,1052163,1170848,1564774,1862421,2003931,2001259,2178994,2364385,2365166,2367480,2257326,1993262,2178496,2326340,2837724,3316844,3887338,4552788,4858363,5274742,6165746,6241351,6443998,0.1539,0.1806,0.1128,0.3364,0.1902,0.0760,-0.0013,0.0888,0.0851,0.0003,0.0010,-0.0465,-0.1170,0.0929,0.0679,0.2198,0.1688,0.1720,0.1712,0.0671,0.0857,0.1689,0.0123,0.0325
94111,San Francisco,430789,476142,532665,613269,734610,829099,778554,789532,878425,1017071,1044459,1061417,1038793,937232,925603,846864,927766,1102638,1131960,1292703,1272902,1315679,1356642,1314130,1305032,0.1053,0.1187,0.1513,0.1979,0.1286,-0.0610,0.0141,0.1126,0.1578,0.0269,0.0162,-0.0213,-0.0978,-0.0124,-0.0851,0.0955,0.1885,0.0266,0.1420,-0.0153,0.0336,0.0311,-0.0313,-0.0069
94038,Moss Beach,333570,360088,399592,447794,537991,629084,610633,623823,735255,845162,870921,854404,818039,725687,704536,635716,662585,765501,837179,947067,1027320,1093533,1263527,1188744,1216787,0.0795,0.1097,0.1206,0.2014,0.1693,-0.0293,0.0216,0.1786,0.1495,0.0305,-0.0190,-0.0426,-0.1129,-0.0291,-0.0977,0.0423,0.1553,0.0936,0.1313,0.0847,0.0645,0.1555,-0.0592,0.0236
94005,Brisbane,218270,228595,263072,295294,378064,408517,454610,473615,546966,645258,692297,679691,582943,508510,524733,502191,518393,624052,693928,771896,839015,882477,1014356,976389,1048733,0.0473,0.1508,0.1225,0.2803,0.0805,0.1128,0.0418,0.1549,0.1797,0.0729,-0.0182,-0.1423,-0.1277,0.0319,-0.0430,0.0323,0.2038,0.1120,0.1124,0.0870,0.0518,0.1494,-0.0374,0.0741
94535,Fairfield,158474,157182,165838,179824,211747,257235,281805,331047,384487,466362,488353,432575,320750,258669,263001,237811,237288,310478,361906,383656,422479,439952,473767,483315,503708,-0.0082,0.0551,0.0843,0.1775,0.2148,0.0955,0.1747,0.1614,0.2129,0.0472,-0.1142,-0.2585,-0.1935,0.0167,-0.0958,-0.0022,0.3084,0.1656,0.0601,0.1012,0.0414,0.0769,0.0202,0.0422
95002,San Jose,445284,478109,580506,586027,649223,748637,752342,772914,844213,1006318,1061484,1054377,836638,798912,846921,799176,742229,859338,903275,902269,940136,1014323,1221843,1040531,1081425,0.0737,0.2142,0.0095,0.1078,0.1531,0.0049,0.0273,0.0922,0.1920,0.0548,-0.0067,-0.2065,-0.0451,0.0601,-0.0564,-0.0713,0.1578,0.0511,-0.0011,0.0420,0.0789,0.2046,-0.1484,0.0393
94973,Woodacre,323395,357269,374518,407016,476511,579544,612473,658843,710371,838758,834010,823156,780576,668837,650851,558303,643526,652674,668594,779582,768555,822483,822705,842180,873300,0.1047,0.0483,0.0868,0.1707,0.2162,0.0568,0.0757,0.0782,0.1807,-0.0057,-0.0130,-0.0517,-0.1431,-0.0269,-0.1422,0.1526,0.0142,0.0244,0.1660,-0.0141,0.0702,0.0003,0.0237,0.0370
94586,Sunol,217777,247956,273861,281514,369958,454792,434057,461688,499584,583128,608488,608078,614292,603823,612759,568956,638162,787761,891258,984388,1071287,1080596,1230136,1200207,1157700,0.1386,0.1045,0.0279,0.3142,0.2293,-0.0456,0.0637,0.0821,0.1672,0.0435,-0.0007,0.0102,-0.0170,0.0148,-0.0715,0.1216,0.2344,0.1314,0.1045,0.0883,0.0087,0.1384,-0.0243,-0.0354
94933,Lagunitas,234528,251938,252708,292104,349736,415803,430437,462562,553041,610877,634561,625467,574815,491688,465316,460341,541069,598556,660249,740727,780151,797726,817442,835679,821173,0.0742,0.0031,0.1559,0.1973,0.1889,0.0352,0.0746,0.1956,0.1046,0.0388,-0.0143,-0.0810,-0.1446,-0.0536,-0.0107,0.1754,0.1062,0.1031,0.1219,0.0532,0.0225,0.0247,0.0223,-0.0174
94104,San Francisco,463603,457858,516917,632040,742389,833057,740408,748087,880526,1001513,1046919,1067536,1102549,964804,885911,844609,951298,1094993,1187078,1422792,1445304,1464659,1500725,1468392,1386409,-0.0124,0.1290,0.2227,0.1746,0.1221,-0.1112,0.0104,0.1770,0.1374,0.0453,0.0197,0.0328,-0.1249,-0.0818,-0.0466,0.1263,0.1511,0.0841,0.1986,0.0158,0.0134,0.0246,-0.0215,-0.0558
94528,Diablo,618980,722800,831309,917099,1062849,1196958,1330751,1524524,1827589,2085039,2156163,1923733,1665370,1488851,1526755,1466738,1625919,1917669,2017117,2099186,2138887,2260868,2410665,2327443,2370488,0.1677,0.1501,0.1032,0.1589,0.1262,0.1118,0.1456,0.1988,0.1409,0.0341,-0.1078,-0.1343,-0.1060,0.0255,-0.0393,0.1085,0.1794,0.0519,0.0407,0.0189,0.0570,0.0663,-0.0345,0.0185
94963,San Geronimo,399701,444049,449337,489890,555507,651929,709516,725305,823609,912487,932651,912239,877914,790173,788119,687969,764399,833069,872707,995580,1050719,1068628,1075620,1079687,1126643,0.1110,0.0119,0.0903,0.1339,0.1736,0.0883,0.0223,0.1355,0.1079,0.0221,-0.0219,-0.0376,-0.0999,-0.0026,-0.1271,0.1111,0.0898,0.0476,0.1408,0.0554,0.0170,0.0065,0.0038,0.0435
94938,Lagunitas,411834,448324,470454,533873,635169,732662,698643,654799,765851,828576,826959,782689,749794,660246,645121,585795,668428,668293,712739,841313,879855,871459,877388,915839,920071,0.0886,0.0494,0.1348,0.1897,0.1535,-0.0464,-0.0628,0.1696,0.0819,-0.0020,-0.0535,-0.0420,-0.1194,-0.0229,-0.0920,0.1411,-0.0002,0.0665,0.1804,0.0458,-0.0095,0.0068,0.0438,0.0046
94946,Nicasio,584677,660041,695174,749904,842096,957754,1039763,1034592,1173477,1372659,1259843,1159913,1091944,943941,931988,851482,925340,1055760,1194564,1264762,1426179,1497015,1505515,1574853,1675250,0.1289,0.0532,0.0787,0.1229,0.1373,0.0856,-0.0050,0.1342,0.1697,-0.0822,-0.0793,-0.0586,-0.1355,-0.0127,-0.0864,0.0867,0.1409,0.1315,0.0588,0.1276,0.0497,0.0057,0.0461,0.0638
94964,San Quentin,570395,567890,584699,625506,771659,790177,847241,885490,940112,1023150,1112676,1027946,927314,676710,743190,642631,739840,786252,849490,997166,932338,1030513,1065420,1033122,1049567,-0.0044,0.0296,0.0698,0.2337,0.0240,0.0722,0.0451,0.0617,0.0883,0.0875,-0.0761,-0.0979,-0.2702,0.0982,-0.1353,0.1513,0.0627,0.0804,0.1738,-0.0650,0.1053,0.0339,-0.0303,0.0159
95140,East Foothills,303210,327657,375086,404008,512639,651716,717546,679699,717579,868345,942427,931895,804554,812784,821855,780127,812573,926923,1013234,1117020,1128173,1268042,1428679,1420885,1501572,0.0806,0.1448,0.0771,0.2689,0.2713,0.1010,-0.0527,0.0557,0.2101,0.0853,-0.0112,-0.1366,0.0102,0.0112,-0.0508,0.0416,0.1407,0.0931,0.1024,0.0100,0.1240,0.1267,-0.0055,0.0568
